State,Year,Population,Property_Crime_Rate,Property_Burglary_Rate,Property_Larceny_Rate,Property_Motor_Rate,Violent_Crime_Rate,Violent_Assault_Rate,Violent_Murder_Rate,Violent_Rape_Rate,Violent_Robbery_Rate
Ohio,1967,10458000,2333.4,607.6,1400.2,325.6,185,74.5,5.2,10.3,95
Ohio,1968,10591000,2580.5,659.4,1540.9,380.2,200.4,80.7,5.3,12.4,102
Ohio,1969,10740000,2886.1,740.1,1663.9,482.1,248.1,99.8,6.4,15.3,126.7
Ohio,1970,10652017,3290.1,853.9,1943.5,492.8,284.3,115.9,6.6,16,145.9
Ohio,1971,10778000,3367.8,932.6,1938.8,496.4,298.4,108.7,7.5,18.4,163.7
Ohio,1972,10783000,3140,901.3,1796.1,442.6,299.4,111.4,7.5,19.9,160.6
Ohio,1973,10731000,3204.1,943,1884.3,376.9,291.7,119.5,7.3,21.4,143.5
Ohio,1974,10737000,3859.3,1171.8,2285.1,402.4,364.1,140.2,8.9,23.9,191.2
Ohio,1975,10759000,4506.4,1271.4,2808.6,426.4,408,154.6,8.1,25.3,220
Ohio,1976,10690000,4559.5,1203.2,2978.2,378.1,388.7,171.7,7.4,25.8,183.8
Ohio,1977,10701000,4313.2,1216,2696.8,400.4,406.7,181.1,7.8,27.3,190.5
Ohio,1978,10749000,4246.2,1214.5,2629.7,402,412.7,195.8,6.9,27.4,182.6
Ohio,1979,10731000,4672.3,1287.2,2946.2,438.9,457.5,222.8,8.1,31.8,194.8
Ohio,1980,10766808,4933.1,1466.3,3040.1,426.7,498.3,232.2,8.1,34.3,223.7
Ohio,1981,10776000,4950.8,1493.6,3032.4,424.8,496.6,221.3,7.4,31,236.9
Ohio,1982,10791000,4498.8,1309.6,2807.5,381.7,436.7,217,6.3,29.9,183.6
Ohio,1983,10746000,4107.2,1155.6,2607.1,344.6,397.9,201.4,5.6,31.5,159.4
Ohio,1984,10752000,3887.8,1049.9,2475.3,362.5,385.3,199.9,5.1,34.7,145.6
Ohio,1985,10744000,3805.7,976.5,2476.4,352.7,381.6,206.4,5.2,36.9,133.1
Ohio,1986,10752000,3937.8,987.8,2574.2,375.7,420.9,234.7,5.5,38.6,142.1
Ohio,1987,10784000,4154,1062.5,2708.6,382.9,421.3,222.5,5.8,39.9,153.1
Ohio,1988,10872000,4193.2,1031.4,2762.6,399.2,452,242.7,5.4,42.6,161.4
Ohio,1989,10907000,4264.6,1018.2,2811.1,435.3,468.6,247.1,6,44.7,170.9
Ohio,1990,10847115,4337.3,982.5,2864.1,490.6,506.2,264.7,6.1,46.8,188.5
Ohio,1991,10939000,4471.2,1055.2,2915.6,500.4,561.8,287,7.2,52.5,215.2
Ohio,1992,11016000,4139.6,947.3,2721.3,471,525.9,268.2,6.6,52.1,199
Ohio,1993,11091000,3981.2,878.1,2667.7,435.3,504.1,256.3,6,49.1,192.7
Ohio,1994,11102000,3975.7,866.3,2682.3,427.1,485.8,245.1,6,47.1,187.5
Ohio,1995,11151000,3922.7,838.8,2669,414.9,482.5,255,5.4,43.4,178.7
Ohio,1996,11173000,4027,835.4,2784.1,407.5,428.7,218.4,4.8,41.3,164.1
Ohio,1997,11186000,4074.7,844.6,2824.1,406,435.4,231.2,4.7,40.8,158.7
Ohio,1998,11209000,3965,810.1,2771.1,383.8,362.5,184.5,4,40.5,133.5
Ohio,1999,11256654,3680.2,773.1,2558.9,348.2,316.4,148.2,3.5,36.7,128
Ohio,2000,11353140,3707.7,780.7,2583.2,343.7,334.1,155.3,3.7,37.6,137.5
Ohio,2001,11389785,3820.2,850.9,2598.6,370.8,351.4,157.2,4,39.2,151
Ohio,2002,11408699,3760.1,869.2,2516,374.9,351.7,148.3,4.6,42.2,156.6
Ohio,2003,11437680,3650.1,831.3,2460.1,358.6,333.9,140.8,4.6,40.7,147.7
Ohio,2004,11450143,3662.3,842.9,2464.3,355,338.7,140.7,4.4,41.4,152.2
Ohio,2005,11470685,3668,873.4,2433,362,350,141.5,5.1,40.7,162.8
Ohio,2006,11478006,3688.2,920.4,2437,330.9,361.5,145.9,4.9,41.6,169.2
Ohio,2007,11466917,3468.1,863.8,2308.2,296.1,355.4,150.2,4.6,40.6,160
Ohio,2008,11485910,3410,891.8,2270.5,247.7,352,145,4.8,39.4,162.9
Ohio,2009,11542645,3261.3,901.1,2163.9,196.3,331.9,138.5,4.6,35.7,153.1
Ohio,2010,11537968,3266.1,928.5,2154.5,183.1,314.7,135.3,4.2,32.3,142.9
Ohio,2011,11541007,3297.6,978.3,2138,181.3,305.2,130.4,4.3,31.9,138.6
Ohio,2012,11544225,3117.4,895.9,2052.5,169,299.7,131.7,4.3,31.7,132
Ohio,2013,11570808,2927.5,790.2,1968.5,168.8,286.2,123.2,3.9,34.9,124.2
Ohio,2014,11594163,2799.1,680,1963.6,155.4,284.9,127.4,4,43.5,110
Ohio,2015,11613423,2587.7,596.7,1842.6,148.4,291.9,135.1,4.3,44.3,108.1
Ohio,2016,11614373,2577.5,575.9,1832.3,169.3,300.3,138.7,5.6,48.1,107.8
Ohio,2017,11658609,2419.1,502.4,1743,173.7,297.5,141.6,6.1,50.3,99.5
Ohio,2018,11689442,2177.1,412.2,1594.6,170.3,279.9,151.2,4.8,45.3,78.6
Ohio,2019,11689100,2055.7,375.5,1520.4,159.7,293.2,163.9,4.6,49,75.7
Oklahoma,1960,2328284,1918.4,551.2,1171.2,195.9,97,36.8,7.5,12.8,39.9
Oklahoma,1961,2360000,1847.1,533.3,1123.4,190.4,103.3,51.5,5,12.1,34.6
Oklahoma,1962,2448000,1877.4,513.2,1164.3,200,101.2,48.9,5.1,7.4,39.7
Oklahoma,1963,2487000,1849.9,536,1122,191.9,112.9,59.6,5.2,8,40.1
Oklahoma,1964,2465000,2018,600.1,1217,200.8,146.4,88.2,4.5,10.9,42.8
Oklahoma,1965,2482000,1885.4,555.4,1137.3,192.7,134.5,80.5,4.4,11.1,38.6
Oklahoma,1966,2458000,2048.7,611.7,1240.2,196.7,144.5,84.1,5.5,13.7,41.3
Oklahoma,1967,2495000,2166.1,626.5,1348.9,190.7,148.4,88.9,6.7,13.7,39.1
Oklahoma,1968,2518000,2443.7,726.4,1502.1,215.2,177.6,106.7,6.4,15.2,49.3
Oklahoma,1969,2568000,2431.6,724.1,1462.7,244.7,185.9,116.5,5.8,14.3,49.4
Oklahoma,1970,2559253,2774.4,835.4,1659.6,279.3,202.9,126.7,5.9,15.6,54.7
Oklahoma,1971,2610000,2867,930.6,1654.2,282.3,257.4,174,6.5,16.6,60.3
Oklahoma,1972,2634000,2866.9,993,1605.5,268.4,238.8,148.1,7,19,64.6
Oklahoma,1973,2663000,3220.2,1163.9,1745.2,311.1,246.2,151.4,6.6,20,68.2
Oklahoma,1974,2709000,3815.9,1455.2,1999,361.7,280.1,163.5,8.1,25,83.5
Oklahoma,1975,2712000,4274.8,1551.8,2375,348,303.3,176.5,9.4,27.2,90.2
Oklahoma,1976,2766000,4194.3,1317.5,2570.4,306.4,286.6,182.8,6.4,27,70.3
Oklahoma,1977,2811000,3843,1288.2,2228.1,326.8,316.6,205,8.6,29.2,73.8
Oklahoma,1978,2880000,3776.9,1299.8,2125.8,351.4,353,225.2,8.5,31,88.3
Oklahoma,1979,2892000,4297.8,1474.6,2396,427.2,405.2,260,9.7,33,102.6
Oklahoma,1980,3001252,4633.4,1692.7,2520.6,420.2,419.5,268.4,10,36.3,104.9
Oklahoma,1981,3098000,4410.5,1588.8,2403.5,418.2,426.8,267.2,9,35.2,115.4
Oklahoma,1982,3177000,4778.5,1603.9,2685.7,488.9,443.9,263.2,10.8,37.1,132.8
Oklahoma,1983,3298000,4505.7,1509.5,2549.6,446.7,423.4,249.3,7.6,37.8,128.7
Oklahoma,1984,3298000,4485.1,1454.8,2572.6,457.7,407.5,248.5,7.8,39.9,111.2
Oklahoma,1985,3301000,5003,1612.1,2824.4,566.5,422,269.6,7.7,37.9,106.8
Oklahoma,1986,3305000,5577.7,1786.8,3141.7,649.2,436.4,285.4,8.1,36.4,106.5
Oklahoma,1987,3272000,5608,1782.8,3220.3,604.9,417.6,264.8,7.5,35.8,109.5
Oklahoma,1988,3263000,5154.6,1643.4,2954.9,556.3,434.5,284.4,7.4,37.7,105.1
Oklahoma,1989,3224000,5011.1,1563.6,2862,585.5,491.5,321.3,6.5,37.5,126.2
Oklahoma,1990,3145585,5051.2,1447.5,3002,601.7,547.5,370.5,8,47,121.9
Oklahoma,1991,3175000,5085,1478.2,3050.1,556.6,583.7,396.7,7.2,50.9,128.9
Oklahoma,1992,3212000,4808.8,1359.8,2932.1,516.8,622.8,431.6,6.5,48.4,136.2
Oklahoma,1993,3231000,4659.4,1235,2943.7,480.7,634.8,455.3,8.4,49.3,121.8
Oklahoma,1994,3258000,4918.7,1251.2,3192.9,474.6,651.5,466.8,6.9,49.6,128.1
Oklahoma,1995,3278000,4932.7,1271.9,3164.3,496.4,664.1,491.8,12.2,44.6,115.6
Oklahoma,1996,3301000,5055.8,1255.6,3317.4,482.9,597.1,436.9,6.8,46.8,106.8
Oklahoma,1997,3317000,4935.1,1206.4,3287.3,441.5,559.5,403,6.9,45.7,103.9
Oklahoma,1998,3347000,4464.5,1143.4,2915.8,405.3,539.4,396.1,6.1,45.2,92
Oklahoma,1999,3358044,4175.6,1026.5,2787.8,361.3,508.2,377.5,6.9,40.9,82.9
Oklahoma,2000,3450654,4060.8,917.5,2785.4,357.8,497.8,375.5,5.3,41.2,75.8
Oklahoma,2001,3469577,4083.5,996.5,2724.7,362.3,510.9,383.6,5.3,42.8,79.1
Oklahoma,2002,3489700,4244.7,1007.9,2870.9,366,504,369.2,4.7,45.1,85
Oklahoma,2003,3506469,4312.3,993.8,2948.9,369.5,506.4,365.8,5.9,42.8,91.9
Oklahoma,2004,3523546,4242.1,1000.2,2874.1,367.7,500.5,363.3,5.3,44.2,87.7
Oklahoma,2005,3543442,4047,1007.3,2648,392,509,371,5.3,41.8,91.2
Oklahoma,2006,3579212,3624.5,962.1,2286.9,375.4,500.2,364.9,5.9,41.6,87.9
Oklahoma,2007,3617316,3558.3,950.1,2232.2,376,504.1,360.8,6.2,43.3,93.8
Oklahoma,2008,3642361,3474,967.7,2203.7,302.6,531.5,383.7,5.9,40.4,101.5
Oklahoma,2009,3687050,3589.6,1032.6,2273.2,283.9,503.4,364.3,6.3,41.6,91.1
Oklahoma,2010,3760184,3443,1006.5,2162.2,274.3,481.4,348.1,5.2,39.1,89
Oklahoma,2011,3784163,3372.4,963.5,2115.8,293.1,457.5,327.7,5.6,37.3,86.9
Oklahoma,2012,3814820,3401,936.6,2161.3,303.1,469.3,337.3,5.7,41.6,84.7
Oklahoma,2013,3850568,3273.7,866.1,2116.4,291.2,441.2,300.8,5.1,56.6,78.7
Oklahoma,2014,3878051,2990.7,760.9,1956.9,272.9,406,277,4.5,45.8,78.6
Oklahoma,2015,3911338,2885.9,726.2,1892.5,267.2,422,291.9,6,47.3,76.8
Oklahoma,2016,3923561,2982.9,741.7,1931.4,309.8,449.8,311,6.2,52,80.6
Oklahoma,2017,3930864,2876.4,727.8,1836.9,311.7,456.2,319.3,6.2,54.5,76.3
Oklahoma,2018,3943079,2875,681.1,1856.8,337,466.1,331.8,5.2,58.3,70.8
Oklahoma,2019,3956971,2845.3,671.7,1835.5,338.1,431.8,307.9,6.7,57.3,59.9
Oregon,1960,1768687,1907.5,405.7,1371.2,130.7,69.7,26,2.4,9.4,31.8
Oregon,1961,1799000,1932.1,404.4,1388.7,138.9,69,23.9,2.7,7.7,34.8
Oregon,1962,1864000,1979.8,443.6,1387.9,148.3,78.4,27.8,2.9,9.3,38.3
Oregon,1963,1826000,2134.1,483.2,1479.9,171,76.3,34.1,3,8.8,30.3
